Filename,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C
1325.txt,175,9,24,21,10,11,7,4,25,19.4444,17.5000,8.3333,2.3333,2.4000,2.1000,0.5238,1.1000,1.1111,0.7000,0.4000,0.1905,2.5000,1.1905
481.txt,182,11,33,25,12,13,8,2,26,16.5455,15.1667,7.2800,2.2727,2.7500,2.0833,0.5200,1.0833,1.0909,0.6667,0.1667,0.0800,2.1667,1.0400
1535.txt,185,9,23,19,9,9,6,5,31,20.5556,20.5556,9.7368,2.1111,2.5556,2.1111,0.4737,1.0000,1.0000,0.6667,0.5556,0.2632,3.4444,1.6316
710.txt,173,2,26,18,2,10,2,3,23,86.5000,86.5000,9.6111,9.0000,13.0000,9.0000,0.5556,5.0000,1.0000,1.0000,1.5000,0.1667,11.5000,1.2778
768.txt,180,10,30,24,11,13,8,2,31,18.0000,16.3636,7.5000,2.4000,2.7273,2.1818,0.5417,1.1818,1.1000,0.7273,0.1818,0.0833,2.8182,1.2917
1587.txt,178,6,23,20,7,10,5,6,29,29.6667,25.4286,8.9000,3.3333,3.2857,2.8571,0.5000,1.4286,1.1667,0.7143,0.8571,0.3000,4.1429,1.4500
66.txt,162,3,20,11,3,5,2,4,23,54.0000,54.0000,14.7273,3.6667,6.6667,3.6667,0.4545,1.6667,1.0000,0.6667,1.3333,0.3636,7.6667,2.0909
667.txt,172,9,23,18,12,6,6,5,19,19.1111,14.3333,9.5556,2.0000,1.9167,1.5000,0.3333,0.5000,1.3333,0.5000,0.4167,0.2778,1.5833,1.0556
90.txt,171,2,26,16,4,7,3,4,27,85.5000,42.7500,10.6875,8.0000,6.5000,4.0000,0.4375,1.7500,2.0000,0.7500,1.0000,0.2500,6.7500,1.6875
639.txt,120,3,18,15,7,8,5,2,21,40.0000,17.1429,8.0000,5.0000,2.5714,2.1429,0.5333,1.1429,2.3333,0.7143,0.2857,0.1333,3.0000,1.4000
1407.txt,195,3,30,25,5,14,5,2,26,65.0000,39.0000,7.8000,8.3333,6.0000,5.0000,0.5600,2.8000,1.6667,1.0000,0.4000,0.0800,5.2000,1.0400
1483.txt,188,9,30,24,10,13,7,6,27,20.8889,18.8000,7.8333,2.6667,3.0000,2.4000,0.5417,1.3000,1.1111,0.7000,0.6000,0.2500,2.7000,1.1250
892.txt,173,13,29,23,13,11,7,7,27,13.3077,13.3077,7.5217,1.7692,2.2308,1.7692,0.4783,0.8462,1.0000,0.5385,0.5385,0.3043,2.0769,1.1739
634.txt,165,4,24,21,10,8,4,2,21,41.2500,16.5000,7.8571,5.2500,2.4000,2.1000,0.3810,0.8000,2.5000,0.4000,0.2000,0.0952,2.1000,1.0000
52.txt,150,4,24,17,5,10,5,4,21,37.5000,30.0000,8.8235,4.2500,4.8000,3.4000,0.5882,2.0000,1.2500,1.0000,0.8000,0.2353,4.2000,1.2353
131.txt,173,5,34,26,8,12,6,4,21,34.6000,21.6250,6.6538,5.2000,4.2500,3.2500,0.4615,1.5000,1.6000,0.7500,0.5000,0.1538,2.6250,0.8077
775.txt,235,8,33,27,10,16,9,6,38,29.3750,23.5000,8.7037,3.3750,3.3000,2.7000,0.5926,1.6000,1.2500,0.9000,0.6000,0.2222,3.8000,1.4074
1655.txt,180,2,26,20,9,10,5,3,30,90.0000,20.0000,9.0000,10.0000,2.8889,2.2222,0.5000,1.1111,4.5000,0.5556,0.3333,0.1500,3.3333,1.5000
1493.txt,174,4,29,26,6,17,6,1,33,43.5000,29.0000,6.6923,6.5000,4.8333,4.3333,0.6538,2.8333,1.5000,1.0000,0.1667,0.0385,5.5000,1.2692
126.txt,227,4,30,19,9,5,6,6,35,56.7500,25.2222,11.9474,4.7500,3.3333,2.1111,0.2632,0.5556,2.2500,0.6667,0.6667,0.3158,3.8889,1.8421
1410.txt,95,2,16,13,3,6,1,0,18,47.5000,31.6667,7.3077,6.5000,5.3333,4.3333,0.4615,2.0000,1.5000,0.3333,0.0000,0.0000,6.0000,1.3846
886.txt,170,2,26,19,2,9,2,8,31,85.0000,85.0000,8.9474,9.5000,13.0000,9.5000,0.4737,4.5000,1.0000,1.0000,4.0000,0.4211,15.5000,1.6316
773.txt,177,15,21,16,16,0,0,4,29,11.8000,11.0625,11.0625,1.0667,1.3125,1.0000,0.0000,0.0000,1.0667,0.0000,0.2500,0.2500,1.8125,1.8125
392.txt,172,4,29,19,12,7,8,4,19,43.0000,14.3333,9.0526,4.7500,2.4167,1.5833,0.3684,0.5833,3.0000,0.6667,0.3333,0.2105,1.5833,1.0000
180.txt,174,11,24,15,11,4,3,4,26,15.8182,15.8182,11.6000,1.3636,2.1818,1.3636,0.2667,0.3636,1.0000,0.2727,0.3636,0.2667,2.3636,1.7333
81.txt,140,1,24,20,8,10,5,2,21,140.0000,17.5000,7.0000,20.0000,3.0000,2.5000,0.5000,1.2500,8.0000,0.6250,0.2500,0.1000,2.6250,1.0500
984.txt,226,4,35,20,4,14,4,3,37,56.5000,56.5000,11.3000,5.0000,8.7500,5.0000,0.7000,3.5000,1.0000,1.0000,0.7500,0.1500,9.2500,1.8500
1284.txt,295,18,47,40,24,16,14,4,36,16.3889,12.2917,7.3750,2.2222,1.9583,1.6667,0.4000,0.6667,1.3333,0.5833,0.1667,0.1000,1.5000,0.9000
871.txt,237,4,31,24,15,8,7,2,30,59.2500,15.8000,9.8750,6.0000,2.0667,1.6000,0.3333,0.5333,3.7500,0.4667,0.1333,0.0833,2.0000,1.2500
1021.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
482.txt,175,4,29,21,8,14,4,1,28,43.7500,21.8750,8.3333,5.2500,3.6250,2.6250,0.6667,1.7500,2.0000,0.5000,0.1250,0.0476,3.5000,1.3333
1327.txt,262,15,38,26,15,11,8,9,29,17.4667,17.4667,10.0769,1.7333,2.5333,1.7333,0.4231,0.7333,1.0000,0.5333,0.6000,0.3462,1.9333,1.1154
137.txt,214,5,24,16,8,7,6,5,32,42.8000,26.7500,13.3750,3.2000,3.0000,2.0000,0.4375,0.8750,1.6000,0.7500,0.6250,0.3125,4.0000,2.0000
89.txt,183,8,23,15,9,6,5,5,25,22.8750,20.3333,12.2000,1.8750,2.5556,1.6667,0.4000,0.6667,1.1250,0.5556,0.5556,0.3333,2.7778,1.6667
1147.txt,151,8,24,16,9,7,6,7,21,18.8750,16.7778,9.4375,2.0000,2.6667,1.7778,0.4375,0.7778,1.1250,0.6667,0.7778,0.4375,2.3333,1.3125
1252.txt,270,13,40,34,16,18,12,10,40,20.7692,16.8750,7.9412,2.6154,2.5000,2.1250,0.5294,1.1250,1.2308,0.7500,0.6250,0.2941,2.5000,1.1765
719.txt,281,14,34,26,15,10,6,6,36,20.0714,18.7333,10.8077,1.8571,2.2667,1.7333,0.3846,0.6667,1.0714,0.4000,0.4000,0.2308,2.4000,1.3846
538.txt,158,4,18,9,5,4,3,5,17,39.5000,31.6000,17.5556,2.2500,3.6000,1.8000,0.4444,0.8000,1.2500,0.6000,1.0000,0.5556,3.4000,1.8889
12.txt,191,3,32,17,7,10,5,4,21,63.6667,27.2857,11.2353,5.6667,4.5714,2.4286,0.5882,1.4286,2.3333,0.7143,0.5714,0.2353,3.0000,1.2353
952.txt,264,4,38,31,8,18,7,5,41,66.0000,33.0000,8.5161,7.7500,4.7500,3.8750,0.5806,2.2500,2.0000,0.8750,0.6250,0.1613,5.1250,1.3226
1134.txt,149,9,21,15,8,7,4,6,19,16.5556,18.6250,9.9333,1.6667,2.6250,1.8750,0.4667,0.8750,0.8889,0.5000,0.7500,0.4000,2.3750,1.2667
580.txt,147,3,21,15,5,7,3,1,19,49.0000,29.4000,9.8000,5.0000,4.2000,3.0000,0.4667,1.4000,1.6667,0.6000,0.2000,0.0667,3.8000,1.2667
47.txt,184,5,24,18,9,9,5,5,28,36.8000,20.4444,10.2222,3.6000,2.6667,2.0000,0.5000,1.0000,1.8000,0.5556,0.5556,0.2778,3.1111,1.5556
1592.txt,222,12,30,20,13,6,4,5,33,18.5000,17.0769,11.1000,1.6667,2.3077,1.5385,0.3000,0.4615,1.0833,0.3077,0.3846,0.2500,2.5385,1.6500
1638.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
330.txt,155,6,26,21,13,8,9,2,24,25.8333,11.9231,7.3810,3.5000,2.0000,1.6154,0.3810,0.6154,2.1667,0.6923,0.1538,0.0952,1.8462,1.1429
1148.txt,164,11,23,21,11,7,6,1,29,14.9091,14.9091,7.8095,1.9091,2.0909,1.9091,0.3333,0.6364,1.0000,0.5455,0.0909,0.0476,2.6364,1.3810
1431.txt,137,3,18,16,3,8,2,3,23,45.6667,45.6667,8.5625,5.3333,6.0000,5.3333,0.5000,2.6667,1.0000,0.6667,1.0000,0.1875,7.6667,1.4375
369.txt,227,3,29,18,6,12,4,8,34,75.6667,37.8333,12.6111,6.0000,4.8333,3.0000,0.6667,2.0000,2.0000,0.6667,1.3333,0.4444,5.6667,1.8889
1561.txt,176,4,30,25,5,15,2,6,27,44.0000,35.2000,7.0400,6.2500,6.0000,5.0000,0.6000,3.0000,1.2500,0.4000,1.2000,0.2400,5.4000,1.0800
1621.txt,258,11,33,22,14,9,7,6,34,23.4545,18.4286,11.7273,2.0000,2.3571,1.5714,0.4091,0.6429,1.2727,0.5000,0.4286,0.2727,2.4286,1.5455
1026.txt,245,5,31,25,12,13,7,6,44,49.0000,20.4167,9.8000,5.0000,2.5833,2.0833,0.5200,1.0833,2.4000,0.5833,0.5000,0.2400,3.6667,1.7600
218.txt,186,5,27,21,7,15,5,7,28,37.2000,26.5714,8.8571,4.2000,3.8571,3.0000,0.7143,2.1429,1.4000,0.7143,1.0000,0.3333,4.0000,1.3333
476.txt,129,4,21,16,4,9,4,4,18,32.2500,32.2500,8.0625,4.0000,5.2500,4.0000,0.5625,2.2500,1.0000,1.0000,1.0000,0.2500,4.5000,1.1250
618.txt,158,7,27,18,10,8,5,2,21,22.5714,15.8000,8.7778,2.5714,2.7000,1.8000,0.4444,0.8000,1.4286,0.5000,0.2000,0.1111,2.1000,1.1667
1383.txt,189,8,22,19,11,8,5,5,19,23.6250,17.1818,9.9474,2.3750,2.0000,1.7273,0.4211,0.7273,1.3750,0.4545,0.4545,0.2632,1.7273,1.0000
25.txt,228,6,32,26,13,13,5,4,40,38.0000,17.5385,8.7692,4.3333,2.4615,2.0000,0.5000,1.0000,2.1667,0.3846,0.3077,0.1538,3.0769,1.5385
524.txt,161,3,18,11,3,4,2,6,25,53.6667,53.6667,14.6364,3.6667,6.0000,3.6667,0.3636,1.3333,1.0000,0.6667,2.0000,0.5455,8.3333,2.2727
269.txt,149,10,23,20,12,6,5,6,17,14.9000,12.4167,7.4500,2.0000,1.9167,1.6667,0.3000,0.5000,1.2000,0.4167,0.5000,0.3000,1.4167,0.8500
1267.txt,235,15,34,26,15,10,8,6,37,15.6667,15.6667,9.0385,1.7333,2.2667,1.7333,0.3846,0.6667,1.0000,0.5333,0.4000,0.2308,2.4667,1.4231
1038.txt,182,6,30,26,8,16,6,3,35,30.3333,22.7500,7.0000,4.3333,3.7500,3.2500,0.6154,2.0000,1.3333,0.7500,0.3750,0.1154,4.3750,1.3462
1227.txt,119,4,17,10,4,4,2,4,19,29.7500,29.7500,11.9000,2.5000,4.2500,2.5000,0.4000,1.0000,1.0000,0.5000,1.0000,0.4000,4.7500,1.9000
201.txt,181,4,23,15,8,7,5,4,27,45.2500,22.6250,12.0667,3.7500,2.8750,1.8750,0.4667,0.8750,2.0000,0.6250,0.5000,0.2667,3.3750,1.8000
858.txt,179,2,23,16,3,9,3,6,30,89.5000,59.6667,11.1875,8.0000,7.6667,5.3333,0.5625,3.0000,1.5000,1.0000,2.0000,0.3750,10.0000,1.8750
1409.txt,190,9,25,21,11,10,9,5,26,21.1111,17.2727,9.0476,2.3333,2.2727,1.9091,0.4762,0.9091,1.2222,0.8182,0.4545,0.2381,2.3636,1.2381
273.txt,147,3,25,17,6,9,5,7,23,49.0000,24.5000,8.6471,5.6667,4.1667,2.8333,0.5294,1.5000,2.0000,0.8333,1.1667,0.4118,3.8333,1.3529
797.txt,161,8,23,15,8,7,5,4,29,20.1250,20.1250,10.7333,1.8750,2.8750,1.8750,0.4667,0.8750,1.0000,0.6250,0.5000,0.2667,3.6250,1.9333
98.txt,180,8,29,24,9,13,6,5,25,22.5000,20.0000,7.5000,3.0000,3.2222,2.6667,0.5417,1.4444,1.1250,0.6667,0.5556,0.2083,2.7778,1.0417
1348.txt,169,12,26,20,12,8,7,3,24,14.0833,14.0833,8.4500,1.6667,2.1667,1.6667,0.4000,0.6667,1.0000,0.5833,0.2500,0.1500,2.0000,1.2000
1111.txt,171,5,25,19,8,10,4,4,16,34.2000,21.3750,9.0000,3.8000,3.1250,2.3750,0.5263,1.2500,1.6000,0.5000,0.5000,0.2105,2.0000,0.8421
717.txt,199,9,27,19,10,9,6,8,21,22.1111,19.9000,10.4737,2.1111,2.7000,1.9000,0.4737,0.9000,1.1111,0.6000,0.8000,0.4211,2.1000,1.1053
859.txt,184,8,29,25,11,14,8,1,23,23.0000,16.7273,7.3600,3.1250,2.6364,2.2727,0.5600,1.2727,1.3750,0.7273,0.0909,0.0400,2.0909,0.9200
306.txt,189,12,26,24,16,8,9,3,28,15.7500,11.8125,7.8750,2.0000,1.6250,1.5000,0.3333,0.5000,1.3333,0.5625,0.1875,0.1250,1.7500,1.1667
791.txt,236,16,28,21,16,7,5,4,30,14.7500,14.7500,11.2381,1.3125,1.7500,1.3125,0.3333,0.4375,1.0000,0.3125,0.2500,0.1905,1.8750,1.4286
1453.txt,191,12,29,23,14,8,8,4,21,15.9167,13.6429,8.3043,1.9167,2.0714,1.6429,0.3478,0.5714,1.1667,0.5714,0.2857,0.1739,1.5000,0.9130
7.txt,150,2,26,19,2,15,2,2,16,75.0000,75.0000,7.8947,9.5000,13.0000,9.5000,0.7895,7.5000,1.0000,1.0000,1.0000,0.1053,8.0000,0.8421
1645.txt,153,3,23,17,3,9,3,4,28,51.0000,51.0000,9.0000,5.6667,7.6667,5.6667,0.5294,3.0000,1.0000,1.0000,1.3333,0.2353,9.3333,1.6471
510.txt,214,5,31,29,9,20,8,3,34,42.8000,23.7778,7.3793,5.8000,3.4444,3.2222,0.6897,2.2222,1.8000,0.8889,0.3333,0.1034,3.7778,1.1724
1297.txt,223,11,27,22,12,10,7,5,40,20.2727,18.5833,10.1364,2.0000,2.2500,1.8333,0.4545,0.8333,1.0909,0.5833,0.4167,0.2273,3.3333,1.8182
83.txt,172,12,24,20,14,7,4,3,23,14.3333,12.2857,8.6000,1.6667,1.7143,1.4286,0.3500,0.5000,1.1667,0.2857,0.2143,0.1500,1.6429,1.1500
1200.txt,226,9,45,28,13,14,8,1,30,25.1111,17.3846,8.0714,3.1111,3.4615,2.1538,0.5000,1.0769,1.4444,0.6154,0.0769,0.0357,2.3077,1.0714
1197.txt,378,24,58,42,23,19,12,8,45,15.7500,16.4348,9.0000,1.7500,2.5217,1.8261,0.4524,0.8261,0.9583,0.5217,0.3478,0.1905,1.9565,1.0714
956.txt,178,13,25,20,14,5,5,2,26,13.6923,12.7143,8.9000,1.5385,1.7857,1.4286,0.2500,0.3571,1.0769,0.3571,0.1429,0.1000,1.8571,1.3000
1424.txt,227,3,42,28,6,18,5,3,26,75.6667,37.8333,8.1071,9.3333,7.0000,4.6667,0.6429,3.0000,2.0000,0.8333,0.5000,0.1071,4.3333,0.9286
1367.txt,178,5,29,26,6,18,4,2,37,35.6000,29.6667,6.8462,5.2000,4.8333,4.3333,0.6923,3.0000,1.2000,0.6667,0.3333,0.0769,6.1667,1.4231
530.txt,182,9,25,19,10,9,6,5,24,20.2222,18.2000,9.5789,2.1111,2.5000,1.9000,0.4737,0.9000,1.1111,0.6000,0.5000,0.2632,2.4000,1.2632
1055.txt,222,6,26,20,10,9,7,8,31,37.0000,22.2000,11.1000,3.3333,2.6000,2.0000,0.4500,0.9000,1.6667,0.7000,0.8000,0.4000,3.1000,1.5500
370.txt,131,2,22,13,4,7,3,6,13,65.5000,32.7500,10.0769,6.5000,5.5000,3.2500,0.5385,1.7500,2.0000,0.7500,1.5000,0.4615,3.2500,1.0000
165.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
525.txt,195,6,32,20,6,12,4,6,28,32.5000,32.5000,9.7500,3.3333,5.3333,3.3333,0.6000,2.0000,1.0000,0.6667,1.0000,0.3000,4.6667,1.4000
532.txt,174,3,28,22,11,11,6,1,27,58.0000,15.8182,7.9091,7.3333,2.5455,2.0000,0.5000,1.0000,3.6667,0.5455,0.0909,0.0455,2.4545,1.2273
1242.txt,190,3,24,21,8,13,5,5,22,63.3333,23.7500,9.0476,7.0000,3.0000,2.6250,0.6190,1.6250,2.6667,0.6250,0.6250,0.2381,2.7500,1.0476
0.txt,196,10,24,15,10,5,4,3,25,19.6000,19.6000,13.0667,1.5000,2.4000,1.5000,0.3333,0.5000,1.0000,0.4000,0.3000,0.2000,2.5000,1.6667
883.txt,195,9,33,25,12,16,9,3,28,21.6667,16.2500,7.8000,2.7778,2.7500,2.0833,0.6400,1.3333,1.3333,0.7500,0.2500,0.1200,2.3333,1.1200
991.txt,144,2,23,16,10,6,5,3,20,72.0000,14.4000,9.0000,8.0000,2.3000,1.6000,0.3750,0.6000,5.0000,0.5000,0.3000,0.1875,2.0000,1.2500
1051.txt,173,3,17,16,7,9,4,4,23,57.6667,24.7143,10.8125,5.3333,2.4286,2.2857,0.5625,1.2857,2.3333,0.5714,0.5714,0.2500,3.2857,1.4375
434.txt,158,3,19,15,8,7,3,4,24,52.6667,19.7500,10.5333,5.0000,2.3750,1.8750,0.4667,0.8750,2.6667,0.3750,0.5000,0.2667,3.0000,1.6000
1018.txt,196,9,24,16,10,8,8,8,22,21.7778,19.6000,12.2500,1.7778,2.4000,1.6000,0.5000,0.8000,1.1111,0.8000,0.8000,0.5000,2.2000,1.3750
465.txt,185,3,23,15,3,8,1,4,27,61.6667,61.6667,12.3333,5.0000,7.6667,5.0000,0.5333,2.6667,1.0000,0.3333,1.3333,0.2667,9.0000,1.8000
571.txt,185,10,27,20,12,7,7,4,27,18.5000,15.4167,9.2500,2.0000,2.2500,1.6667,0.3500,0.5833,1.2000,0.5833,0.3333,0.2000,2.2500,1.3500
748.txt,187,8,23,20,10,10,4,6,26,23.3750,18.7000,9.3500,2.5000,2.3000,2.0000,0.5000,1.0000,1.2500,0.4000,0.6000,0.3000,2.6000,1.3000
951.txt,157,3,27,24,4,18,4,4,21,52.3333,39.2500,6.5417,8.0000,6.7500,6.0000,0.7500,4.5000,1.3333,1.0000,1.0000,0.1667,5.2500,0.8750
1598.txt,133,4,22,16,7,8,6,3,17,33.2500,19.0000,8.3125,4.0000,3.1429,2.2857,0.5000,1.1429,1.7500,0.8571,0.4286,0.1875,2.4286,1.0625
671.txt,185,4,24,20,5,16,5,5,24,46.2500,37.0000,9.2500,5.0000,4.8000,4.0000,0.8000,3.2000,1.2500,1.0000,1.0000,0.2500,4.8000,1.2000
151.txt,166,3,28,19,3,8,3,5,17,55.3333,55.3333,8.7368,6.3333,9.3333,6.3333,0.4211,2.6667,1.0000,1.0000,1.6667,0.2632,5.6667,0.8947
796.txt,180,8,21,14,8,5,3,6,28,22.5000,22.5000,12.8571,1.7500,2.6250,1.7500,0.3571,0.6250,1.0000,0.3750,0.7500,0.4286,3.5000,2.0000
469.txt,186,4,28,21,4,12,3,1,34,46.5000,46.5000,8.8571,5.2500,7.0000,5.2500,0.5714,3.0000,1.0000,0.7500,0.2500,0.0476,8.5000,1.6190
1033.txt,162,4,27,22,9,11,6,1,19,40.5000,18.0000,7.3636,5.5000,3.0000,2.4444,0.5000,1.2222,2.2500,0.6667,0.1111,0.0455,2.1111,0.8636
1178.txt,39,2,5,5,2,3,2,0,5,19.5000,19.5000,7.8000,2.5000,2.5000,2.5000,0.6000,1.5000,1.0000,1.0000,0.0000,0.0000,2.5000,1.0000
26.txt,129,2,21,15,3,8,3,2,20,64.5000,43.0000,8.6000,7.5000,7.0000,5.0000,0.5333,2.6667,1.5000,1.0000,0.6667,0.1333,6.6667,1.3333
1174.txt,153,3,22,16,3,9,3,4,26,51.0000,51.0000,9.5625,5.3333,7.3333,5.3333,0.5625,3.0000,1.0000,1.0000,1.3333,0.2500,8.6667,1.6250
1196.txt,207,4,31,21,4,11,4,5,30,51.7500,51.7500,9.8571,5.2500,7.7500,5.2500,0.5238,2.7500,1.0000,1.0000,1.2500,0.2381,7.5000,1.4286
878.txt,170,3,27,20,13,8,6,2,24,56.6667,13.0769,8.5000,6.6667,2.0769,1.5385,0.4000,0.6154,4.3333,0.4615,0.1538,0.1000,1.8462,1.2000
365.txt,187,13,25,21,14,7,7,1,22,14.3846,13.3571,8.9048,1.6154,1.7857,1.5000,0.3333,0.5000,1.0769,0.5000,0.0714,0.0476,1.5714,1.0476
67.txt,173,4,21,17,4,10,3,5,26,43.2500,43.2500,10.1765,4.2500,5.2500,4.2500,0.5882,2.5000,1.0000,0.7500,1.2500,0.2941,6.5000,1.5294
23.txt,266,3,42,27,6,14,5,5,46,88.6667,44.3333,9.8519,9.0000,7.0000,4.5000,0.5185,2.3333,2.0000,0.8333,0.8333,0.1852,7.6667,1.7037
100.txt,189,8,25,23,10,12,6,8,29,23.6250,18.9000,8.2174,2.8750,2.5000,2.3000,0.5217,1.2000,1.2500,0.6000,0.8000,0.3478,2.9000,1.2609
569.txt,183,2,36,31,3,14,3,3,20,91.5000,61.0000,5.9032,15.5000,12.0000,10.3333,0.4516,4.6667,1.5000,1.0000,1.0000,0.0968,6.6667,0.6452
1478.txt,151,5,26,23,6,15,5,0,29,30.2000,25.1667,6.5652,4.6000,4.3333,3.8333,0.6522,2.5000,1.2000,0.8333,0.0000,0.0000,4.8333,1.2609
1195.txt,181,2,22,18,2,11,2,1,34,90.5000,90.5000,10.0556,9.0000,11.0000,9.0000,0.6111,5.5000,1.0000,1.0000,0.5000,0.0556,17.0000,1.8889
772.txt,181,11,29,22,12,11,6,4,25,16.4545,15.0833,8.2273,2.0000,2.4167,1.8333,0.5000,0.9167,1.0909,0.5000,0.3333,0.1818,2.0833,1.1364
805.txt,193,11,33,22,11,8,7,3,28,17.5455,17.5455,8.7727,2.0000,3.0000,2.0000,0.3636,0.7273,1.0000,0.6364,0.2727,0.1364,2.5455,1.2727
1199.txt,164,5,17,14,7,7,5,6,29,32.8000,23.4286,11.7143,2.8000,2.4286,2.0000,0.5000,1.0000,1.4000,0.7143,0.8571,0.4286,4.1429,2.0714
1415.txt,162,6,32,26,6,19,4,4,21,27.0000,27.0000,6.2308,4.3333,5.3333,4.3333,0.7308,3.1667,1.0000,0.6667,0.6667,0.1538,3.5000,0.8077
624.txt,202,17,31,23,17,7,6,4,21,11.8824,11.8824,8.7826,1.3529,1.8235,1.3529,0.3043,0.4118,1.0000,0.3529,0.2353,0.1739,1.2353,0.9130
1126.txt,154,3,16,13,7,7,3,4,23,51.3333,22.0000,11.8462,4.3333,2.2857,1.8571,0.5385,1.0000,2.3333,0.4286,0.5714,0.3077,3.2857,1.7692
997.txt,217,4,26,17,6,8,3,4,39,54.2500,36.1667,12.7647,4.2500,4.3333,2.8333,0.4706,1.3333,1.5000,0.5000,0.6667,0.2353,6.5000,2.2941
389.txt,132,4,27,18,4,10,4,0,26,33.0000,33.0000,7.3333,4.5000,6.7500,4.5000,0.5556,2.5000,1.0000,1.0000,0.0000,0.0000,6.5000,1.4444
1212.txt,179,2,28,25,11,11,6,2,23,89.5000,16.2727,7.1600,12.5000,2.5455,2.2727,0.4400,1.0000,5.5000,0.5455,0.1818,0.0800,2.0909,0.9200
61.txt,114,3,22,18,3,13,3,4,15,38.0000,38.0000,6.3333,6.0000,7.3333,6.0000,0.7222,4.3333,1.0000,1.0000,1.3333,0.2222,5.0000,0.8333
55.txt,215,12,33,27,17,11,9,6,37,17.9167,12.6471,7.9630,2.2500,1.9412,1.5882,0.4074,0.6471,1.4167,0.5294,0.3529,0.2222,2.1765,1.3704
1384.txt,178,5,28,20,7,10,4,3,21,35.6000,25.4286,8.9000,4.0000,4.0000,2.8571,0.5000,1.4286,1.4000,0.5714,0.4286,0.1500,3.0000,1.0500
720.txt,171,4,24,14,9,5,5,8,25,42.7500,19.0000,12.2143,3.5000,2.6667,1.5556,0.3571,0.5556,2.2500,0.5556,0.8889,0.5714,2.7778,1.7857
1282.txt,174,4,24,19,9,6,4,6,25,43.5000,19.3333,9.1579,4.7500,2.6667,2.1111,0.3158,0.6667,2.2500,0.4444,0.6667,0.3158,2.7778,1.3158
167.txt,178,3,21,16,5,7,1,5,24,59.3333,35.6000,11.1250,5.3333,4.2000,3.2000,0.4375,1.4000,1.6667,0.2000,1.0000,0.3125,4.8000,1.5000
480.txt,245,11,37,27,12,14,8,9,33,22.2727,20.4167,9.0741,2.4545,3.0833,2.2500,0.5185,1.1667,1.0909,0.6667,0.7500,0.3333,2.7500,1.2222
102.txt,170,2,27,16,4,14,2,4,37,85.0000,42.5000,10.6250,8.0000,6.7500,4.0000,0.8750,3.5000,2.0000,0.5000,1.0000,0.2500,9.2500,2.3125
899.txt,170,2,26,17,9,8,5,3,31,85.0000,18.8889,10.0000,8.5000,2.8889,1.8889,0.4706,0.8889,4.5000,0.5556,0.3333,0.1765,3.4444,1.8235
1128.txt,148,3,18,15,3,7,2,3,19,49.3333,49.3333,9.8667,5.0000,6.0000,5.0000,0.4667,2.3333,1.0000,0.6667,1.0000,0.2000,6.3333,1.2667
293.txt,152,5,13,11,4,7,3,8,21,30.4000,38.0000,13.8182,2.2000,3.2500,2.7500,0.6364,1.7500,0.8000,0.7500,2.0000,0.7273,5.2500,1.9091
397.txt,220,3,24,17,3,11,3,9,30,73.3333,73.3333,12.9412,5.6667,8.0000,5.6667,0.6471,3.6667,1.0000,1.0000,3.0000,0.5294,10.0000,1.7647
904.txt,288,18,42,29,18,11,8,7,40,16.0000,16.0000,9.9310,1.6111,2.3333,1.6111,0.3793,0.6111,1.0000,0.4444,0.3889,0.2414,2.2222,1.3793
186.txt,191,7,33,20,11,7,4,3,27,27.2857,17.3636,9.5500,2.8571,3.0000,1.8182,0.3500,0.6364,1.5714,0.3636,0.2727,0.1500,2.4545,1.3500
490.txt,214,3,27,21,10,7,6,4,28,71.3333,21.4000,10.1905,7.0000,2.7000,2.1000,0.3333,0.7000,3.3333,0.6000,0.4000,0.1905,2.8000,1.3333
759.txt,178,8,23,18,8,9,6,5,21,22.2500,22.2500,9.8889,2.2500,2.8750,2.2500,0.5000,1.1250,1.0000,0.7500,0.6250,0.2778,2.6250,1.1667
656.txt,184,3,26,13,8,6,4,8,21,61.3333,23.0000,14.1538,4.3333,3.2500,1.6250,0.4615,0.7500,2.6667,0.5000,1.0000,0.6154,2.6250,1.6154
575.txt,169,4,21,14,4,10,3,3,24,42.2500,42.2500,12.0714,3.5000,5.2500,3.5000,0.7143,2.5000,1.0000,0.7500,0.7500,0.2143,6.0000,1.7143
716.txt,177,7,28,21,8,12,5,5,27,25.2857,22.1250,8.4286,3.0000,3.5000,2.6250,0.5714,1.5000,1.1429,0.6250,0.6250,0.2381,3.3750,1.2857
