Filename,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C
775.txt,346,19,48,39,22,17,16,6,42,18.2105,15.7273,8.8718,2.0526,2.1818,1.7727,0.4359,0.7727,1.1579,0.7273,0.2727,0.1538,1.9091,1.0769
1655.txt,422,13,65,49,15,29,13,22,44,32.4615,28.1333,8.6122,3.7692,4.3333,3.2667,0.5918,1.9333,1.1538,0.8667,1.4667,0.4490,2.9333,0.8980
1493.txt,545,52,103,83,55,27,21,8,53,10.4808,9.9091,6.5663,1.5962,1.8727,1.5091,0.3253,0.4909,1.0577,0.3818,0.1455,0.0964,0.9636,0.6386
126.txt,651,39,122,97,39,58,32,10,61,16.6923,16.6923,6.7113,2.4872,3.1282,2.4872,0.5979,1.4872,1.0000,0.8205,0.2564,0.1031,1.5641,0.6289
1410.txt,567,31,95,70,40,28,17,11,52,18.2903,14.1750,8.1000,2.2581,2.3750,1.7500,0.4000,0.7000,1.2903,0.4250,0.2750,0.1571,1.3000,0.7429
886.txt,376,28,56,49,31,21,16,5,30,13.4286,12.1290,7.6735,1.7500,1.8065,1.5806,0.4286,0.6774,1.1071,0.5161,0.1613,0.1020,0.9677,0.6122
773.txt,678,34,96,70,37,36,21,25,81,19.9412,18.3243,9.6857,2.0588,2.5946,1.8919,0.5143,0.9730,1.0882,0.5676,0.6757,0.3571,2.1892,1.1571
392.txt,504,32,80,65,34,28,14,14,41,15.7500,14.8235,7.7538,2.0312,2.3529,1.9118,0.4308,0.8235,1.0625,0.4118,0.4118,0.2154,1.2059,0.6308
180.txt,184,8,30,23,9,13,7,8,14,23.0000,20.4444,8.0000,2.8750,3.3333,2.5556,0.5652,1.4444,1.1250,0.7778,0.8889,0.3478,1.5556,0.6087
81.txt,354,18,57,38,18,22,14,12,30,19.6667,19.6667,9.3158,2.1111,3.1667,2.1111,0.5789,1.2222,1.0000,0.7778,0.6667,0.3158,1.6667,0.7895
984.txt,575,44,111,77,44,32,23,18,57,13.0682,13.0682,7.4675,1.7500,2.5227,1.7500,0.4156,0.7273,1.0000,0.5227,0.4091,0.2338,1.2955,0.7403
1284.txt,352,30,58,42,31,13,10,6,39,11.7333,11.3548,8.3810,1.4000,1.8710,1.3548,0.3095,0.4194,1.0333,0.3226,0.1935,0.1429,1.2581,0.9286
871.txt,479,25,76,59,29,30,21,14,39,19.1600,16.5172,8.1186,2.3600,2.6207,2.0345,0.5085,1.0345,1.1600,0.7241,0.4828,0.2373,1.3448,0.6610
1021.txt,467,22,77,50,22,27,12,17,46,21.2273,21.2273,9.3400,2.2727,3.5000,2.2727,0.5400,1.2273,1.0000,0.5455,0.7727,0.3400,2.0909,0.9200
482.txt,507,28,67,50,30,20,19,19,56,18.1071,16.9000,10.1400,1.7857,2.2333,1.6667,0.4000,0.6667,1.0714,0.6333,0.6333,0.3800,1.8667,1.1200
1327.txt,514,24,70,56,27,29,19,16,64,21.4167,19.0370,9.1786,2.3333,2.5926,2.0741,0.5179,1.0741,1.1250,0.7037,0.5926,0.2857,2.3704,1.1429
1770.txt,298,5,53,29,8,18,6,6,28,59.6000,37.2500,10.2759,5.8000,6.6250,3.6250,0.6207,2.2500,1.6000,0.7500,0.7500,0.2069,3.5000,0.9655
137.txt,396,15,56,40,17,20,13,9,46,26.4000,23.2941,9.9000,2.6667,3.2941,2.3529,0.5000,1.1765,1.1333,0.7647,0.5294,0.2250,2.7059,1.1500
89.txt,437,24,66,61,30,27,21,5,43,18.2083,14.5667,7.1639,2.5417,2.2000,2.0333,0.4426,0.9000,1.2500,0.7000,0.1667,0.0820,1.4333,0.7049
1147.txt,562,34,78,63,41,22,24,13,53,16.5294,13.7073,8.9206,1.8529,1.9024,1.5366,0.3492,0.5366,1.2059,0.5854,0.3171,0.2063,1.2927,0.8413
1252.txt,516,30,84,66,36,31,23,8,48,17.2000,14.3333,7.8182,2.2000,2.3333,1.8333,0.4697,0.8611,1.2000,0.6389,0.2222,0.1212,1.3333,0.7273
719.txt,810,33,130,91,36,53,30,24,79,24.5455,22.5000,8.9011,2.7576,3.6111,2.5278,0.5824,1.4722,1.0909,0.8333,0.6667,0.2637,2.1944,0.8681
538.txt,546,30,94,72,35,35,22,7,56,18.2000,15.6000,7.5833,2.4000,2.6857,2.0571,0.4861,1.0000,1.1667,0.6286,0.2000,0.0972,1.6000,0.7778
12.txt,488,29,76,61,35,29,26,8,52,16.8276,13.9429,8.0000,2.1034,2.1714,1.7429,0.4754,0.8286,1.2069,0.7429,0.2286,0.1311,1.4857,0.8525
952.txt,478,33,79,59,37,23,19,15,43,14.4848,12.9189,8.1017,1.7879,2.1351,1.5946,0.3898,0.6216,1.1212,0.5135,0.4054,0.2542,1.1622,0.7288
1134.txt,98,4,19,16,4,11,3,1,5,24.5000,24.5000,6.1250,4.0000,4.7500,4.0000,0.6875,2.7500,1.0000,0.7500,0.2500,0.0625,1.2500,0.3125
580.txt,322,11,61,49,14,33,14,5,38,29.2727,23.0000,6.5714,4.4545,4.3571,3.5000,0.6735,2.3571,1.2727,1.0000,0.3571,0.1020,2.7143,0.7755
47.txt,297,8,44,24,11,11,7,16,28,37.1250,27.0000,12.3750,3.0000,4.0000,2.1818,0.4583,1.0000,1.3750,0.6364,1.4545,0.6667,2.5455,1.1667
1592.txt,361,19,62,40,20,17,12,12,29,19.0000,18.0500,9.0250,2.1053,3.1000,2.0000,0.4250,0.8500,1.0526,0.6000,0.6000,0.3000,1.4500,0.7250
1638.txt,453,24,75,51,28,27,15,15,45,18.8750,16.1786,8.8824,2.1250,2.6786,1.8214,0.5294,0.9643,1.1667,0.5357,0.5357,0.2941,1.6071,0.8824
330.txt,416,29,82,62,31,31,19,9,50,14.3448,13.4194,6.7097,2.1379,2.6452,2.0000,0.5000,1.0000,1.0690,0.6129,0.2903,0.1452,1.6129,0.8065
1148.txt,493,21,79,60,27,34,20,16,47,23.4762,18.2593,8.2167,2.8571,2.9259,2.2222,0.5667,1.2593,1.2857,0.7407,0.5926,0.2667,1.7407,0.7833
1431.txt,384,21,57,40,21,18,9,8,43,18.2857,18.2857,9.6000,1.9048,2.7143,1.9048,0.4500,0.8571,1.0000,0.4286,0.3810,0.2000,2.0476,1.0750
369.txt,435,22,79,64,30,34,22,10,46,19.7727,14.5000,6.7969,2.9091,2.6333,2.1333,0.5312,1.1333,1.3636,0.7333,0.3333,0.1562,1.5333,0.7188
1561.txt,375,16,57,47,21,22,16,10,33,23.4375,17.8571,7.9787,2.9375,2.7143,2.2381,0.4681,1.0476,1.3125,0.7619,0.4762,0.2128,1.5714,0.7021
1621.txt,189,11,34,29,15,14,11,2,18,17.1818,12.6000,6.5172,2.6364,2.2667,1.9333,0.4828,0.9333,1.3636,0.7333,0.1333,0.0690,1.2000,0.6207
1026.txt,113,6,18,15,5,6,4,1,9,18.8333,22.6000,7.5333,2.5000,3.6000,3.0000,0.4000,1.2000,0.8333,0.8000,0.2000,0.0667,1.8000,0.6000
218.txt,572,17,84,66,25,33,17,16,65,33.6471,22.8800,8.6667,3.8824,3.3600,2.6400,0.5000,1.3200,1.4706,0.6800,0.6400,0.2424,2.6000,0.9848
476.txt,129,8,20,16,10,6,6,2,13,16.1250,12.9000,8.0625,2.0000,2.0000,1.6000,0.3750,0.6000,1.2500,0.6000,0.2000,0.1250,1.3000,0.8125
618.txt,719,40,121,86,46,34,20,14,73,17.9750,15.6304,8.3605,2.1500,2.6304,1.8696,0.3953,0.7391,1.1500,0.4348,0.3043,0.1628,1.5870,0.8488
1383.txt,471,42,84,68,44,24,16,23,32,11.2143,10.7045,6.9265,1.6190,1.9091,1.5455,0.3529,0.5455,1.0476,0.3636,0.5227,0.3382,0.7273,0.4706
25.txt,394,18,56,48,25,21,17,12,59,21.8889,15.7600,8.2083,2.6667,2.2400,1.9200,0.4375,0.8400,1.3889,0.6800,0.4800,0.2500,2.3600,1.2292
524.txt,342,19,57,44,20,22,15,13,23,18.0000,17.1000,7.7727,2.3158,2.8500,2.2000,0.5000,1.1000,1.0526,0.7500,0.6500,0.2955,1.1500,0.5227
269.txt,548,27,99,85,36,44,26,13,54,20.2963,15.2222,6.4471,3.1481,2.7500,2.3611,0.5176,1.2222,1.3333,0.7222,0.3611,0.1529,1.5000,0.6353
1267.txt,177,7,35,27,7,20,6,3,20,25.2857,25.2857,6.5556,3.8571,5.0000,3.8571,0.7407,2.8571,1.0000,0.8571,0.4286,0.1111,2.8571,0.7407
1735.txt,297,12,45,33,15,18,11,12,26,24.7500,19.8000,9.0000,2.7500,3.0000,2.2000,0.5455,1.2000,1.2500,0.7333,0.8000,0.3636,1.7333,0.7879
1038.txt,403,21,60,48,25,25,16,7,46,19.1905,16.1200,8.3958,2.2857,2.4000,1.9200,0.5208,1.0000,1.1905,0.6400,0.2800,0.1458,1.8400,0.9583
1227.txt,376,43,68,57,41,21,15,10,33,8.7442,9.1707,6.5965,1.3256,1.6585,1.3902,0.3684,0.5122,0.9535,0.3659,0.2439,0.1754,0.8049,0.5789
201.txt,387,24,58,48,21,28,16,10,38,16.1250,18.4286,8.0625,2.0000,2.7619,2.2857,0.5833,1.3333,0.8750,0.7619,0.4762,0.2083,1.8095,0.7917
858.txt,540,27,72,54,30,26,19,9,73,20.0000,18.0000,10.0000,2.0000,2.4000,1.8000,0.4815,0.8667,1.1111,0.6333,0.3000,0.1667,2.4333,1.3519
1409.txt,199,15,39,34,16,16,11,3,18,13.2667,12.4375,5.8529,2.2667,2.4375,2.1250,0.4706,1.0000,1.0667,0.6875,0.1875,0.0882,1.1250,0.5294
273.txt,290,13,48,37,14,23,12,5,30,22.3077,20.7143,7.8378,2.8462,3.4286,2.6429,0.6216,1.6429,1.0769,0.8571,0.3571,0.1351,2.1429,0.8108
1672.txt,341,28,57,44,25,17,9,9,27,12.1786,13.6400,7.7500,1.5714,2.2800,1.7600,0.3864,0.6800,0.8929,0.3600,0.3600,0.2045,1.0800,0.6136
797.txt,450,23,74,56,25,32,19,13,36,19.5652,18.0000,8.0357,2.4348,2.9600,2.2400,0.5714,1.2800,1.0870,0.7600,0.5200,0.2321,1.4400,0.6429
98.txt,338,19,60,43,20,25,14,6,31,17.7895,16.9000,7.8605,2.2632,3.0000,2.1500,0.5814,1.2500,1.0526,0.7000,0.3000,0.1395,1.5500,0.7209
1348.txt,317,14,52,37,16,23,14,4,37,22.6429,19.8125,8.5676,2.6429,3.2500,2.3125,0.6216,1.4375,1.1429,0.8750,0.2500,0.1081,2.3125,1.0000
1111.txt,441,28,79,62,38,25,19,6,43,15.7500,11.6053,7.1129,2.2143,2.0789,1.6316,0.4032,0.6579,1.3571,0.5000,0.1579,0.0968,1.1316,0.6935
717.txt,291,9,47,34,10,25,8,10,28,32.3333,29.1000,8.5588,3.7778,4.7000,3.4000,0.7353,2.5000,1.1111,0.8000,1.0000,0.2941,2.8000,0.8235
859.txt,197,10,30,19,10,9,8,1,25,19.7000,19.7000,10.3684,1.9000,3.0000,1.9000,0.4737,0.9000,1.0000,0.8000,0.1000,0.0526,2.5000,1.3158
306.txt,256,16,34,26,17,10,8,11,26,16.0000,15.0588,9.8462,1.6250,2.0000,1.5294,0.3846,0.5882,1.0625,0.4706,0.6471,0.4231,1.5294,1.0000
791.txt,293,16,46,35,18,18,13,9,32,18.3125,16.2778,8.3714,2.1875,2.5556,1.9444,0.5143,1.0000,1.1250,0.7222,0.5000,0.2571,1.7778,0.9143
1453.txt,231,10,37,27,10,12,7,5,18,23.1000,23.1000,8.5556,2.7000,3.7000,2.7000,0.4444,1.2000,1.0000,0.7000,0.5000,0.1852,1.8000,0.6667
7.txt,797,36,119,103,37,62,34,8,84,22.1389,21.5405,7.7379,2.8611,3.2162,2.7838,0.6019,1.6757,1.0278,0.9189,0.2162,0.0777,2.2703,0.8155
1645.txt,373,23,55,47,28,19,14,10,43,16.2174,13.3214,7.9362,2.0435,1.9643,1.6786,0.4043,0.6786,1.2174,0.5000,0.3571,0.2128,1.5357,0.9149
510.txt,357,17,49,40,21,19,13,7,39,21.0000,17.0000,8.9250,2.3529,2.3333,1.9048,0.4750,0.9048,1.2353,0.6190,0.3333,0.1750,1.8571,0.9750
1297.txt,399,23,63,43,25,18,12,15,43,17.3478,15.9600,9.2791,1.8696,2.5200,1.7200,0.4186,0.7200,1.0870,0.4800,0.6000,0.3488,1.7200,1.0000
83.txt,324,13,54,45,16,30,14,7,35,24.9231,20.2500,7.2000,3.4615,3.3750,2.8125,0.6667,1.8750,1.2308,0.8750,0.4375,0.1556,2.1875,0.7778
1200.txt,386,19,75,57,25,29,17,10,42,20.3158,15.4400,6.7719,3.0000,3.0000,2.2800,0.5088,1.1600,1.3158,0.6800,0.4000,0.1754,1.6800,0.7368
1197.txt,284,16,40,31,16,13,10,8,32,17.7500,17.7500,9.1613,1.9375,2.5000,1.9375,0.4194,0.8125,1.0000,0.6250,0.5000,0.2581,2.0000,1.0323
956.txt,395,29,61,45,31,13,11,12,44,13.6207,12.7419,8.7778,1.5517,1.9677,1.4516,0.2889,0.4194,1.0690,0.3548,0.3871,0.2667,1.4194,0.9778
1424.txt,322,6,52,36,8,25,8,7,27,53.6667,40.2500,8.9444,6.0000,6.5000,4.5000,0.6944,3.1250,1.3333,1.0000,0.8750,0.1944,3.3750,0.7500
1367.txt,496,23,79,57,27,31,19,12,35,21.5652,18.3704,8.7018,2.4783,2.9259,2.1111,0.5439,1.1481,1.1739,0.7037,0.4444,0.2105,1.2963,0.6140
530.txt,371,22,71,47,24,23,19,5,33,16.8636,15.4583,7.8936,2.1364,2.9583,1.9583,0.4894,0.9583,1.0909,0.7917,0.2083,0.1064,1.3750,0.7021
1055.txt,473,24,81,58,31,29,18,6,52,19.7083,15.2581,8.1552,2.4167,2.6129,1.8710,0.5000,0.9355,1.2917,0.5806,0.1935,0.1034,1.6774,0.8966
370.txt,321,8,45,39,11,26,10,15,41,40.1250,29.1818,8.2308,4.8750,4.0909,3.5455,0.6667,2.3636,1.3750,0.9091,1.3636,0.3846,3.7273,1.0513
1709.txt,405,13,61,52,15,35,15,10,44,31.1538,27.0000,7.7885,4.0000,4.0667,3.4667,0.6731,2.3333,1.1538,1.0000,0.6667,0.1923,2.9333,0.8462
165.txt,342,14,56,37,17,20,11,11,34,24.4286,20.1176,9.2432,2.6429,3.2941,2.1765,0.5405,1.1765,1.2143,0.6471,0.6471,0.2973,2.0000,0.9189
1682.txt,272,18,48,34,21,13,10,8,14,15.1111,12.9524,8.0000,1.8889,2.2857,1.6190,0.3824,0.6190,1.1667,0.4762,0.3810,0.2353,0.6667,0.4118
525.txt,189,12,38,31,15,16,11,1,18,15.7500,12.6000,6.0968,2.5833,2.5333,2.0667,0.5161,1.0667,1.2500,0.7333,0.0667,0.0323,1.2000,0.5806
1692.txt,324,19,50,30,18,12,8,8,28,17.0526,18.0000,10.8000,1.5789,2.7778,1.6667,0.4000,0.6667,0.9474,0.4444,0.4444,0.2667,1.5556,0.9333
532.txt,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1242.txt,447,21,58,50,24,24,13,15,35,21.2857,18.6250,8.9400,2.3810,2.4167,2.0833,0.4800,1.0000,1.1429,0.5417,0.6250,0.3000,1.4583,0.7000
1733.txt,468,20,65,51,24,28,15,21,45,23.4000,19.5000,9.1765,2.5500,2.7083,2.1250,0.5490,1.1667,1.2000,0.6250,0.8750,0.4118,1.8750,0.8824
0.txt,486,19,71,48,23,26,14,16,40,25.5789,21.1304,10.1250,2.5263,3.0870,2.0870,0.5417,1.1304,1.2105,0.6087,0.6957,0.3333,1.7391,0.8333
883.txt,244,18,48,38,19,20,11,5,22,13.5556,12.8421,6.4211,2.1111,2.5263,2.0000,0.5263,1.0526,1.0556,0.5789,0.2632,0.1316,1.1579,0.5789
991.txt,456,30,71,54,32,21,14,15,46,15.2000,14.2500,8.4444,1.8000,2.2188,1.6875,0.3889,0.6562,1.0667,0.4375,0.4688,0.2778,1.4375,0.8519
1051.txt,436,34,82,66,35,29,20,14,34,12.8235,12.4571,6.6061,1.9412,2.3429,1.8857,0.4394,0.8286,1.0294,0.5714,0.4000,0.2121,0.9714,0.5152
434.txt,485,25,78,55,28,26,17,16,52,19.4000,17.3214,8.8182,2.2000,2.7857,1.9643,0.4727,0.9286,1.1200,0.6071,0.5714,0.2909,1.8571,0.9455
1018.txt,461,29,72,58,31,27,17,19,42,15.8966,14.8710,7.9483,2.0000,2.3226,1.8710,0.4655,0.8710,1.0690,0.5484,0.6129,0.3276,1.3548,0.7241
465.txt,554,40,107,83,44,34,26,18,49,13.8500,12.5909,6.6747,2.0750,2.4318,1.8864,0.4096,0.7727,1.1000,0.5909,0.4091,0.2169,1.1136,0.5904
571.txt,336,13,48,41,17,21,13,10,29,25.8462,19.7647,8.1951,3.1538,2.8235,2.4118,0.5122,1.2353,1.3077,0.7647,0.5882,0.2439,1.7059,0.7073
748.txt,287,16,49,35,20,16,11,6,22,17.9375,14.3500,8.2000,2.1875,2.4500,1.7500,0.4571,0.8000,1.2500,0.5500,0.3000,0.1714,1.1000,0.6286
951.txt,325,14,61,44,17,28,15,7,28,23.2143,19.1176,7.3864,3.1429,3.5882,2.5882,0.6364,1.6471,1.2143,0.8824,0.4118,0.1591,1.6471,0.6364
1598.txt,710,28,110,77,40,35,26,23,79,25.3571,17.7500,9.2208,2.7500,2.7500,1.9250,0.4545,0.8750,1.4286,0.6500,0.5750,0.2987,1.9750,1.0260
671.txt,513,28,92,77,33,40,27,14,47,18.3214,15.5455,6.6623,2.7500,2.7879,2.3333,0.5195,1.2121,1.1786,0.8182,0.4242,0.1818,1.4242,0.6104
151.txt,937,39,158,130,63,61,37,21,82,24.0256,14.8730,7.2077,3.3333,2.5079,2.0635,0.4692,0.9683,1.6154,0.5873,0.3333,0.1615,1.3016,0.6308
796.txt,340,17,55,43,19,24,14,9,39,20.0000,17.8947,7.9070,2.5294,2.8947,2.2632,0.5581,1.2632,1.1176,0.7368,0.4737,0.2093,2.0526,0.9070
469.txt,565,46,97,80,50,32,23,15,47,12.2826,11.3000,7.0625,1.7391,1.9400,1.6000,0.4000,0.6400,1.0870,0.4600,0.3000,0.1875,0.9400,0.5875
1033.txt,276,10,40,33,13,18,12,7,32,27.6000,21.2308,8.3636,3.3000,3.0769,2.5385,0.5455,1.3846,1.3000,0.9231,0.5385,0.2121,2.4615,0.9697
1178.txt,262,9,49,36,17,17,11,5,30,29.1111,15.4118,7.2778,4.0000,2.8824,2.1176,0.4722,1.0000,1.8889,0.6471,0.2941,0.1389,1.7647,0.8333
1759.txt,175,5,32,27,8,19,7,3,16,35.0000,21.8750,6.4815,5.4000,4.0000,3.3750,0.7037,2.3750,1.6000,0.8750,0.3750,0.1111,2.0000,0.5926
26.txt,200,11,36,28,14,14,10,5,18,18.1818,14.2857,7.1429,2.5455,2.5714,2.0000,0.5000,1.0000,1.2727,0.7143,0.3571,0.1786,1.2857,0.6429
1694.txt,130,5,21,16,6,7,3,2,19,26.0000,21.6667,8.1250,3.2000,3.5000,2.6667,0.4375,1.1667,1.2000,0.5000,0.3333,0.1250,3.1667,1.1875
1174.txt,247,9,33,29,10,18,7,6,25,27.4444,24.7000,8.5172,3.2222,3.3000,2.9000,0.6207,1.8000,1.1111,0.7000,0.6000,0.2069,2.5000,0.8621
1196.txt,702,28,116,84,29,50,22,15,66,25.0714,24.2069,8.3571,3.0000,4.0000,2.8966,0.5952,1.7241,1.0357,0.7586,0.5172,0.1786,2.2759,0.7857
878.txt,361,12,66,50,20,28,17,12,31,30.0833,18.0500,7.2200,4.1667,3.3000,2.5000,0.5600,1.4000,1.6667,0.8500,0.6000,0.2400,1.5500,0.6200
365.txt,994,42,167,132,52,72,47,27,105,23.6667,19.1154,7.5303,3.1429,3.2115,2.5385,0.5455,1.3846,1.2381,0.9038,0.5192,0.2045,2.0192,0.7955
67.txt,362,29,63,46,28,21,12,8,35,12.4828,12.9286,7.8696,1.5862,2.2500,1.6429,0.4565,0.7500,0.9655,0.4286,0.2857,0.1739,1.2500,0.7609
23.txt,517,23,87,68,25,41,20,13,61,22.4783,20.6800,7.6029,2.9565,3.4800,2.7200,0.6029,1.6400,1.0870,0.8000,0.5200,0.1912,2.4400,0.8971
100.txt,468,14,77,65,19,44,13,13,55,33.4286,24.6316,7.2000,4.6429,4.0526,3.4211,0.6769,2.3158,1.3571,0.6842,0.6842,0.2000,2.8947,0.8462
569.txt,359,21,56,47,23,21,13,9,36,17.0952,15.6087,7.6383,2.2381,2.4348,2.0435,0.4468,0.9130,1.0952,0.5652,0.3913,0.1915,1.5652,0.7660
1478.txt,442,24,74,58,24,32,17,14,36,18.4167,18.4167,7.6207,2.4167,3.0833,2.4167,0.5517,1.3333,1.0000,0.7083,0.5833,0.2414,1.5000,0.6207
1746.txt,321,15,52,43,15,24,13,3,21,21.4000,21.4000,7.4651,2.8667,3.4667,2.8667,0.5581,1.6000,1.0000,0.8667,0.2000,0.0698,1.4000,0.4884
1753.txt,77,2,12,10,3,5,3,2,7,38.5000,25.6667,7.7000,5.0000,4.0000,3.3333,0.5000,1.6667,1.5000,1.0000,0.6667,0.2000,2.3333,0.7000
1779.txt,495,32,81,62,32,30,17,15,29,15.4688,15.4688,7.9839,1.9375,2.5312,1.9375,0.4839,0.9375,1.0000,0.5312,0.4688,0.2419,0.9062,0.4677
1195.txt,331,16,60,43,20,21,11,10,30,20.6875,16.5500,7.6977,2.6875,3.0000,2.1500,0.4884,1.0500,1.2500,0.5500,0.5000,0.2326,1.5000,0.6977
772.txt,374,20,52,37,25,14,11,9,42,18.7000,14.9600,10.1081,1.8500,2.0800,1.4800,0.3784,0.5600,1.2500,0.4400,0.3600,0.2432,1.6800,1.1351
805.txt,459,22,70,57,27,25,18,9,55,20.8636,17.0000,8.0526,2.5909,2.5926,2.1111,0.4386,0.9259,1.2273,0.6667,0.3333,0.1579,2.0370,0.9649
1199.txt,562,30,83,65,34,29,21,19,69,18.7333,16.5294,8.6462,2.1667,2.4412,1.9118,0.4462,0.8529,1.1333,0.6176,0.5588,0.2923,2.0294,1.0615
1415.txt,555,32,85,70,39,32,26,16,45,17.3438,14.2308,7.9286,2.1875,2.1795,1.7949,0.4571,0.8205,1.2188,0.6667,0.4103,0.2286,1.1538,0.6429
624.txt,271,7,51,37,10,24,10,5,33,38.7143,27.1000,7.3243,5.2857,5.1000,3.7000,0.6486,2.4000,1.4286,1.0000,0.5000,0.1351,3.3000,0.8919
1126.txt,281,15,47,34,19,14,11,6,28,18.7333,14.7895,8.2647,2.2667,2.4737,1.7895,0.4118,0.7368,1.2667,0.5789,0.3158,0.1765,1.4737,0.8235
997.txt,381,22,64,38,24,15,13,16,30,17.3182,15.8750,10.0263,1.7273,2.6667,1.5833,0.3947,0.6250,1.0909,0.5417,0.6667,0.4211,1.2500,0.7895
389.txt,626,26,81,68,32,36,24,14,61,24.0769,19.5625,9.2059,2.6154,2.5312,2.1250,0.5294,1.1250,1.2308,0.7500,0.4375,0.2059,1.9062,0.8971
1212.txt,425,27,68,47,30,16,10,6,48,15.7407,14.1667,9.0426,1.7407,2.2667,1.5667,0.3404,0.5333,1.1111,0.3333,0.2000,0.1277,1.6000,1.0213
61.txt,233,8,37,27,8,17,8,8,25,29.1250,29.1250,8.6296,3.3750,4.6250,3.3750,0.6296,2.1250,1.0000,1.0000,1.0000,0.2963,3.1250,0.9259
55.txt,624,43,106,79,47,30,24,23,47,14.5116,13.2766,7.8987,1.8372,2.2553,1.6809,0.3797,0.6383,1.0930,0.5106,0.4894,0.2911,1.0000,0.5949
1384.txt,127,9,21,21,10,8,7,4,10,14.1111,12.7000,6.0476,2.3333,2.1000,2.1000,0.3810,0.8000,1.1111,0.7000,0.4000,0.1905,1.0000,0.4762
720.txt,500,33,84,67,37,30,22,6,51,15.1515,13.5135,7.4627,2.0303,2.2703,1.8108,0.4478,0.8108,1.1212,0.5946,0.1622,0.0896,1.3784,0.7612
1282.txt,424,28,80,62,34,25,20,6,32,15.1429,12.4706,6.8387,2.2143,2.3529,1.8235,0.4032,0.7353,1.2143,0.5882,0.1765,0.0968,0.9412,0.5161
167.txt,540,34,89,57,38,22,17,12,55,15.8824,14.2105,9.4737,1.6765,2.3421,1.5000,0.3860,0.5789,1.1176,0.4474,0.3158,0.2105,1.4474,0.9649
480.txt,495,20,98,64,23,41,17,15,39,24.7500,21.5217,7.7344,3.2000,4.2609,2.7826,0.6406,1.7826,1.1500,0.7391,0.6522,0.2344,1.6957,0.6094
102.txt,473,28,73,57,30,29,17,7,49,16.8929,15.7667,8.2982,2.0357,2.4333,1.9000,0.5088,0.9667,1.0714,0.5667,0.2333,0.1228,1.6333,0.8596
899.txt,395,20,50,41,25,15,14,12,39,19.7500,15.8000,9.6341,2.0500,2.0000,1.6400,0.3659,0.6000,1.2500,0.5600,0.4800,0.2927,1.5600,0.9512
1128.txt,358,19,45,41,22,19,13,22,38,18.8421,16.2727,8.7317,2.1579,2.0455,1.8636,0.4634,0.8636,1.1579,0.5909,1.0000,0.5366,1.7273,0.9268
293.txt,667,17,102,85,24,51,17,18,53,39.2353,27.7917,7.8471,5.0000,4.2500,3.5417,0.6000,2.1250,1.4118,0.7083,0.7500,0.2118,2.2083,0.6235
397.txt,299,13,51,40,15,24,13,12,24,23.0000,19.9333,7.4750,3.0769,3.4000,2.6667,0.6000,1.6000,1.1538,0.8667,0.8000,0.3000,1.6000,0.6000
904.txt,158,8,31,22,9,10,4,2,13,19.7500,17.5556,7.1818,2.7500,3.4444,2.4444,0.4545,1.1111,1.1250,0.4444,0.2222,0.0909,1.4444,0.5909
186.txt,290,13,45,31,14,17,10,11,32,22.3077,20.7143,9.3548,2.3846,3.2143,2.2143,0.5484,1.2143,1.0769,0.7143,0.7857,0.3548,2.2857,1.0323
490.txt,371,17,51,37,18,18,13,12,45,21.8235,20.6111,10.0270,2.1765,2.8333,2.0556,0.4865,1.0000,1.0588,0.7222,0.6667,0.3243,2.5000,1.2162
759.txt,457,29,73,66,33,32,19,4,36,15.7586,13.8485,6.9242,2.2759,2.2121,2.0000,0.4848,0.9697,1.1379,0.5758,0.1212,0.0606,1.0909,0.5455
656.txt,209,5,36,29,8,19,7,4,21,41.8000,26.1250,7.2069,5.8000,4.5000,3.6250,0.6552,2.3750,1.6000,0.8750,0.5000,0.1379,2.6250,0.7241
575.txt,264,13,46,33,14,17,8,4,22,20.3077,18.8571,8.0000,2.5385,3.2857,2.3571,0.5152,1.2143,1.0769,0.5714,0.2857,0.1212,1.5714,0.6667
716.txt,399,28,56,47,28,19,9,7,50,14.2500,14.2500,8.4894,1.6786,2.0000,1.6786,0.4043,0.6786,1.0000,0.3214,0.2500,0.1489,1.7857,1.0638
1527.txt,310,18,63,48,27,17,12,3,24,17.2222,11.4815,6.4583,2.6667,2.3333,1.7778,0.3542,0.6296,1.5000,0.4444,0.1111,0.0625,0.8889,0.5000
1110.txt,506,28,73,56,28,28,19,7,69,18.0714,18.0714,9.0357,2.0000,2.6071,2.0000,0.5000,1.0000,1.0000,0.6786,0.2500,0.1250,2.4643,1.2321
1620.txt,225,13,43,35,15,19,10,1,22,17.3077,15.0000,6.4286,2.6923,2.8667,2.3333,0.5429,1.2667,1.1538,0.6667,0.0667,0.0286,1.4667,0.6286
982.txt,373,19,64,48,20,27,14,15,34,19.6316,18.6500,7.7708,2.5263,3.2000,2.4000,0.5625,1.3500,1.0526,0.7000,0.7500,0.3125,1.7000,0.7083
